	coll	measure	mfw	Cluster Errors	Adjusted Rand Index	Homogeneity	Completeness	V Measure	Purity	Entropy
ELTeC-rom_burrows-d_0700	ELTeC-rom	burrows-d	0700	2.0	0.6028257456828885	0.8333333333333334	0.9158938493688459	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_eders-d_0700	ELTeC-rom	eders-d	0700	2.0	0.6827586206896552	0.8715956597522704	0.9192880356831313	0.8948068085111549	0.8333333333333334	0.12840434024772962
ELTeC-rom_cosine-d_0800	ELTeC-rom	cosine-d	0800	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_0800	ELTeC-rom	burrows-d	0800	2.0	0.6028257456828885	0.8333333333333334	0.9158938493688459	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_eders-d_0800	ELTeC-rom	eders-d	0800	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_cosine-d_0900	ELTeC-rom	cosine-d	0900	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_0900	ELTeC-rom	burrows-d	0900	2.0	0.6028257456828885	0.8333333333333334	0.9158938493688459	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_eders-d_0900	ELTeC-rom	eders-d	0900	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_cosine-d_1000	ELTeC-rom	cosine-d	1000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_1000	ELTeC-rom	burrows-d	1000	2.0	0.6028257456828885	0.8333333333333334	0.9158938493688459	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_eders-d_1000	ELTeC-rom	eders-d	1000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_cosine-d_1200	ELTeC-rom	cosine-d	1200	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_1200	ELTeC-rom	burrows-d	1200	2.0	0.6028257456828885	0.8333333333333333	0.9158938493688458	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_eders-d_1200	ELTeC-rom	eders-d	1200	2.0	0.6028257456828885	0.8333333333333334	0.9158938493688459	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_cosine-d_1400	ELTeC-rom	cosine-d	1400	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_1400	ELTeC-rom	burrows-d	1400	2.0	0.6028257456828885	0.8333333333333333	0.9158938493688458	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_eders-d_1400	ELTeC-rom	eders-d	1400	2.0	0.6028257456828885	0.8333333333333334	0.9158938493688459	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_cosine-d_1600	ELTeC-rom	cosine-d	1600	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_1600	ELTeC-rom	burrows-d	1600	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_1600	ELTeC-rom	eders-d	1600	2.0	0.6028257456828885	0.8333333333333334	0.9158938493688459	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_cosine-d_1800	ELTeC-rom	cosine-d	1800	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_1800	ELTeC-rom	burrows-d	1800	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_1800	ELTeC-rom	eders-d	1800	2.0	0.6028257456828885	0.8333333333333333	0.9158938493688458	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_cosine-d_2000	ELTeC-rom	cosine-d	2000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_2000	ELTeC-rom	burrows-d	2000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_2000	ELTeC-rom	eders-d	2000	2.0	0.6028257456828885	0.8333333333333333	0.9158938493688458	0.8726652341349844	0.75	0.16666666666666669
ELTeC-rom_cosine-d_2500	ELTeC-rom	cosine-d	2500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_2500	ELTeC-rom	burrows-d	2500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_2500	ELTeC-rom	eders-d	2500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_cosine-d_3000	ELTeC-rom	cosine-d	3000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_3000	ELTeC-rom	burrows-d	3000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_3000	ELTeC-rom	eders-d	3000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_cosine-d_3500	ELTeC-rom	cosine-d	3500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_3500	ELTeC-rom	burrows-d	3500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_3500	ELTeC-rom	eders-d	3500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_cosine-d_4000	ELTeC-rom	cosine-d	4000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_4000	ELTeC-rom	burrows-d	4000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_4000	ELTeC-rom	eders-d	4000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_cosine-d_4500	ELTeC-rom	cosine-d	4500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_4500	ELTeC-rom	burrows-d	4500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_4500	ELTeC-rom	eders-d	4500	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_cosine-d_5000	ELTeC-rom	cosine-d	5000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_5000	ELTeC-rom	burrows-d	5000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_eders-d_5000	ELTeC-rom	eders-d	5000	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031562	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-por_cosine-d_0010	ELTeC-por	cosine-d	0010	5.0	0.5222101841820151	0.8096945381489584	0.8268273158123275	0.8181712452969697	0.7857142857142857	0.1898958060590037
ELTeC-por_burrows-d_0010	ELTeC-por	burrows-d	0010	6.0	0.45473684210526316	0.7378332395560179	0.8055467245987954	0.7702045681925798	0.7142857142857143	0.2616024144139155
ELTeC-por_eders-d_0010	ELTeC-por	eders-d	0010	6.0	0.4329701563240171	0.7430766631471055	0.8018356027288142	0.7713387190054576	0.6785714285714286	0.25637027793368267
ELTeC-por_cosine-d_0020	ELTeC-por	cosine-d	0020	4.0	0.6134969325153374	0.8518698894009903	0.8601713489020754	0.8560004928168669	0.8214285714285714	0.14781124241103527
ELTeC-por_burrows-d_0020	ELTeC-por	burrows-d	0020	3.0	0.7476635514018691	0.8859633501550274	0.9126534180793375	0.8991103542371142	0.8928571428571429	0.11379117200288025
ELTeC-por_eders-d_0020	ELTeC-por	eders-d	0020	5.0	0.45030857629282833	0.7541468336047747	0.8368721731517814	0.7933588434005829	0.75	0.24532393737244795
ELTeC-por_cosine-d_0030	ELTeC-por	cosine-d	0030	2.0	0.809563066776587	0.9226036161782247	0.9368303425893834	0.9296625542875473	0.9285714285714286	0.07722977863552918
ELTeC-por_burrows-d_0030	ELTeC-por	burrows-d	0030	3.0	0.7014218009478673	0.8719048997376834	0.9033220409442885	0.8873354673603595	0.8571428571428571	0.1278193598855364
ELTeC-por_eders-d_0030	ELTeC-por	eders-d	0030	3.0	0.7476635514018691	0.8859633501550274	0.9126534180793375	0.8991103542371142	0.8928571428571429	0.11379117200288023
ELTeC-por_cosine-d_0040	ELTeC-por	cosine-d	0040	3.0	0.7189068600111546	0.8900792019304085	0.900042829471865	0.8950332874591389	0.8928571428571429	0.10968418010205315
ELTeC-por_burrows-d_0040	ELTeC-por	burrows-d	0040	2.0	0.7546091924175539	0.9011493723880778	0.9354235397280752	0.9179666433952901	0.8928571428571429	0.09863783954081837
ELTeC-por_eders-d_0040	ELTeC-por	eders-d	0040	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280751	0.9179666433952901	0.8928571428571429	0.09863783954081837
ELTeC-por_cosine-d_0050	ELTeC-por	cosine-d	0050	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552918
ELTeC-por_burrows-d_0050	ELTeC-por	burrows-d	0050	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280751	0.9179666433952901	0.8928571428571429	0.09863783954081837
ELTeC-por_eders-d_0050	ELTeC-por	eders-d	0050	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280751	0.9179666433952901	0.8928571428571429	0.09863783954081837
ELTeC-por_cosine-d_0100	ELTeC-por	cosine-d	0100	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_0100	ELTeC-por	burrows-d	0100	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000623	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_eders-d_0100	ELTeC-por	eders-d	0100	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0150	ELTeC-por	cosine-d	0150	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_0150	ELTeC-por	burrows-d	0150	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0150	ELTeC-por	eders-d	0150	2.0	0.7546091924175539	0.9011493723880781	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0200	ELTeC-por	cosine-d	0200	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000623	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_0200	ELTeC-por	burrows-d	0200	2.0	0.8243167875069716	0.9267194679536058	0.9370932499654547	0.9318774892796009	0.9285714285714286	0.0731227867347021
ELTeC-por_eders-d_0200	ELTeC-por	eders-d	0200	2.0	0.7546091924175539	0.9011493723880781	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0250	ELTeC-por	cosine-d	0250	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0250	ELTeC-por	burrows-d	0250	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0250	ELTeC-por	eders-d	0250	2.0	0.7546091924175539	0.9011493723880781	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0300	ELTeC-por	cosine-d	0300	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0300	ELTeC-por	burrows-d	0300	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0300	ELTeC-por	eders-d	0300	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0350	ELTeC-por	cosine-d	0350	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0350	ELTeC-por	burrows-d	0350	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0350	ELTeC-por	eders-d	0350	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0400	ELTeC-por	cosine-d	0400	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0400	ELTeC-por	burrows-d	0400	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0400	ELTeC-por	eders-d	0400	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0450	ELTeC-por	cosine-d	0450	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0450	ELTeC-por	burrows-d	0450	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000626	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_eders-d_0450	ELTeC-por	eders-d	0450	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000623	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_cosine-d_0500	ELTeC-por	cosine-d	0500	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0500	ELTeC-por	burrows-d	0500	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_eders-d_0500	ELTeC-por	eders-d	0500	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000623	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_cosine-d_0600	ELTeC-por	cosine-d	0600	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0600	ELTeC-por	burrows-d	0600	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0600	ELTeC-por	eders-d	0600	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000626	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_cosine-d_0700	ELTeC-por	cosine-d	0700	2.0	0.809563066776587	0.9226036161782247	0.9368303425893834	0.9296625542875473	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0700	ELTeC-por	burrows-d	0700	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0700	ELTeC-por	eders-d	0700	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0800	ELTeC-por	cosine-d	0800	2.0	0.809563066776587	0.9226036161782245	0.9368303425893831	0.9296625542875471	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0800	ELTeC-por	burrows-d	0800	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0800	ELTeC-por	eders-d	0800	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_0900	ELTeC-por	cosine-d	0900	2.0	0.809563066776587	0.9226036161782247	0.9368303425893834	0.9296625542875473	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_0900	ELTeC-por	burrows-d	0900	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_0900	ELTeC-por	eders-d	0900	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_1000	ELTeC-por	cosine-d	1000	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_1000	ELTeC-por	burrows-d	1000	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_1000	ELTeC-por	eders-d	1000	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_1200	ELTeC-por	cosine-d	1200	2.0	0.809563066776587	0.9226036161782247	0.9368303425893834	0.9296625542875473	0.9285714285714286	0.07722977863552921
ELTeC-por_burrows-d_1200	ELTeC-por	burrows-d	1200	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_1200	ELTeC-por	eders-d	1200	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_1400	ELTeC-por	cosine-d	1400	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_1400	ELTeC-por	burrows-d	1400	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_1400	ELTeC-por	eders-d	1400	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_1600	ELTeC-por	cosine-d	1600	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_1600	ELTeC-por	burrows-d	1600	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_1600	ELTeC-por	eders-d	1600	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_1800	ELTeC-por	cosine-d	1800	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_1800	ELTeC-por	burrows-d	1800	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_1800	ELTeC-por	eders-d	1800	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_2000	ELTeC-por	cosine-d	2000	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_2000	ELTeC-por	burrows-d	2000	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_2000	ELTeC-por	eders-d	2000	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_2500	ELTeC-por	cosine-d	2500	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_2500	ELTeC-por	burrows-d	2500	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_2500	ELTeC-por	eders-d	2500	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_3000	ELTeC-por	cosine-d	3000	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_3000	ELTeC-por	burrows-d	3000	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_3000	ELTeC-por	eders-d	3000	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_3500	ELTeC-por	cosine-d	3500	1.0	0.9108406453439004	0.963359733976803	0.9687216911000626	0.9660332722246296	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_3500	ELTeC-por	burrows-d	3500	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_3500	ELTeC-por	eders-d	3500	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_4000	ELTeC-por	cosine-d	4000	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000623	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_4000	ELTeC-por	burrows-d	4000	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_4000	ELTeC-por	eders-d	4000	2.0	0.7546091924175539	0.901149372388078	0.9354235397280752	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_4500	ELTeC-por	cosine-d	4500	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000623	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_4500	ELTeC-por	burrows-d	4500	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_4500	ELTeC-por	eders-d	4500	2.0	0.7546091924175539	0.901149372388078	0.9354235397280752	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_cosine-d_5000	ELTeC-por	cosine-d	5000	1.0	0.9108406453439004	0.9633597339768027	0.9687216911000623	0.9660332722246294	0.9642857142857143	0.03656139336735105
ELTeC-por_burrows-d_5000	ELTeC-por	burrows-d	5000	2.0	0.7546091924175539	0.9011493723880779	0.9354235397280753	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-por_eders-d_5000	ELTeC-por	eders-d	5000	2.0	0.7546091924175539	0.901149372388078	0.9354235397280755	0.9179666433952903	0.8928571428571429	0.09863783954081835
ELTeC-hun_cosine-d_0010	ELTeC-hun	cosine-d	0010	5.0	0.6856581532416502	0.877366437319684	0.8849667897280409	0.8811502246378548	0.8484848484848485	0.12263356268031603
ELTeC-hun_burrows-d_0010	ELTeC-hun	burrows-d	0010	6.0	0.5842293906810035	0.827353790525098	0.8627991836533744	0.8447048118878749	0.7878787878787878	0.172646209474902
ELTeC-hun_eders-d_0010	ELTeC-hun	eders-d	0010	6.0	0.5143338954468802	0.8049717939253019	0.8534941180793983	0.8285231385969175	0.7575757575757576	0.19502820607469812
ELTeC-hun_cosine-d_0020	ELTeC-hun	cosine-d	0020	2.0	0.8707070707070707	0.9517369044037454	0.9517369044037454	0.9517369044037453	0.9393939393939394	0.04826309559625472
ELTeC-hun_burrows-d_0020	ELTeC-hun	burrows-d	0020	1.0	0.8382352941176471	0.9474427588512931	0.9751624269672717	0.9611027650907247	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_0020	ELTeC-hun	eders-d	0020	6.0	0.5842293906810035	0.8273537905250979	0.8627991836533743	0.8447048118878749	0.7878787878787878	0.17264620947490203
ELTeC-hun_cosine-d_0030	ELTeC-hun	cosine-d	0030	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-hun_burrows-d_0030	ELTeC-hun	burrows-d	0030	1.0	0.8776290630975143	0.9574745962198048	0.9754162624743244	0.9663621594131879	0.9393939393939394	0.04252540378019527
ELTeC-hun_eders-d_0030	ELTeC-hun	eders-d	0030	2.0	0.8037735849056604	0.9290489028692253	0.9506164912821754	0.9397089620557874	0.9090909090909091	0.07095109713077478
ELTeC-hun_cosine-d_0040	ELTeC-hun	cosine-d	0040	3.0	0.7674418604651163	0.9124045980854887	0.9264879171864576	0.9193923284706595	0.8787878787878788	0.08759540191451146
ELTeC-hun_burrows-d_0040	ELTeC-hun	burrows-d	0040	2.0	0.8037735849056604	0.9290489028692253	0.9506164912821754	0.9397089620557874	0.9090909090909091	0.07095109713077478
ELTeC-hun_eders-d_0040	ELTeC-hun	eders-d	0040	2.0	0.7562724014336918	0.9124045980854885	0.9497608841083358	0.930708045045792	0.8484848484848485	0.08759540191451146
ELTeC-hun_cosine-d_0050	ELTeC-hun	cosine-d	0050	3.0	0.7799607072691552	0.9190170655007136	0.9269782243392463	0.9229804780153835	0.8787878787878788	0.0809829344992864
ELTeC-hun_burrows-d_0050	ELTeC-hun	burrows-d	0050	2.0	0.7342657342657343	0.9049173550710979	0.949366255295664	0.9266090644742123	0.8484848484848485	0.09508264492890214
ELTeC-hun_eders-d_0050	ELTeC-hun	eders-d	0050	1.0	0.8776290630975143	0.9574745962198048	0.9754162624743244	0.9663621594131879	0.9393939393939394	0.04252540378019527
ELTeC-hun_cosine-d_0100	ELTeC-hun	cosine-d	0100	2.0	0.7676950998185118	0.9190170655007136	0.9501043259881182	0.9343021738075817	0.8787878787878788	0.0809829344992864
ELTeC-hun_burrows-d_0100	ELTeC-hun	burrows-d	0100	1.0	0.8382352941176471	0.9474427588512931	0.9751624269672715	0.9611027650907246	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_0100	ELTeC-hun	eders-d	0100	2.0	0.8037735849056604	0.9290489028692253	0.9506164912821754	0.9397089620557874	0.9090909090909091	0.07095109713077478
